mes,pais,plan,motivo,clientes,mrr_perdido_usd
2025-03,México,POS Gastrobar,Cerró o quebró el negocio,21,731.76
2025-03,México,POS Gastrobar,Precio / ajuste anual,17,587.25
2025-03,México,POS Gastrobar,Se fue a la competencia,12,451.97
2025-03,México,POS Gastrobar,Mala experiencia de soporte,13,550.6
2025-03,México,POS Gastrobar,No logró implementar,8,335.13
2025-03,México,POS Gastrobar,Cambió de contador,7,239.82
2025-03,México,POS Gastrobar,Funcionalidad faltante,5,206.0
2025-03,México,POS Gastrobar,Otro / sin motivo registrado,3,150.66
2025-04,México,Siigo Contador,Cerró o quebró el negocio,23,0.0
2025-04,México,Siigo Contador,Precio / ajuste anual,22,0.0
2025-04,México,Siigo Contador,Se fue a la competencia,14,0.0
2025-04,México,Siigo Contador,Mala experiencia de soporte,17,0.0
2025-04,México,Siigo Contador,No logró implementar,15,0.0
2025-04,México,Siigo Contador,Cambió de contador,9,0.0
2025-04,México,Siigo Contador,Funcionalidad faltante,8,0.0
2025-04,México,Siigo Contador,Otro / sin motivo registrado,4,0.0
2025-04,México,Profesional Independiente,Cerró o quebró el negocio,127,5091.36
2025-04,México,Profesional Independiente,Precio / ajuste anual,84,4085.92
2025-04,México,Profesional Independiente,Se fue a la competencia,61,3144.66
2025-04,México,Profesional Independiente,Mala experiencia de soporte,83,3830.93
2025-04,México,Profesional Independiente,No logró implementar,50,2331.76
2025-04,México,Profesional Independiente,Cambió de contador,30,1668.6
2025-04,México,Profesional Independiente,Funcionalidad faltante,35,1433.28
2025-04,México,Profesional Independiente,Otro / sin motivo registrado,27,1048.22
2025-04,México,Emprendedor,Cerró o quebró el negocio,72,4599.83
2025-04,México,Emprendedor,Precio / ajuste anual,75,3691.46
2025-04,México,Emprendedor,Se fue a la competencia,49,2841.07
2025-04,México,Emprendedor,Mala experiencia de soporte,74,3461.08
2025-04,México,Emprendedor,No logró implementar,32,2106.64
2025-04,México,Emprendedor,Cambió de contador,24,1507.51
2025-04,México,Emprendedor,Funcionalidad faltante,20,1294.91
2025-04,México,Emprendedor,Otro / sin motivo registrado,16,947.02
2025-04,México,Premium,Cerró o quebró el negocio,26,1640.33
2025-04,México,Premium,Precio / ajuste anual,19,1316.4
2025-04,México,Premium,Se fue a la competencia,13,1013.14
2025-04,México,Premium,Mala experiencia de soporte,24,1234.24
2025-04,México,Premium,No logró implementar,11,751.24
2025-04,México,Premium,Cambió de contador,8,537.59
2025-04,México,Premium,Funcionalidad faltante,6,461.77
2025-04,México,Premium,Otro / sin motivo registrado,5,337.71
2025-04,México,Corporativo,Cerró o quebró el negocio,4,505.67
2025-04,México,Corporativo,Precio / ajuste anual,3,405.81
2025-04,México,Corporativo,Se fue a la competencia,2,312.32
2025-04,México,Corporativo,Mala experiencia de soporte,3,380.48
2025-04,México,Corporativo,No logró implementar,2,231.59
2025-04,México,Corporativo,Cambió de contador,1,165.72
2025-04,México,Corporativo,Funcionalidad faltante,1,142.35
2025-04,México,Siigo POS,Cerró o quebró el negocio,41,1068.36
2025-04,México,Siigo POS,Precio / ajuste anual,35,857.38
2025-04,México,Siigo POS,Se fue a la competencia,26,659.87
2025-04,México,Siigo POS,Mala experiencia de soporte,32,803.88
2025-04,México,Siigo POS,No logró implementar,19,489.29
2025-04,México,Siigo POS,Cambió de contador,15,350.14
2025-04,México,Siigo POS,Funcionalidad faltante,10,300.76
2025-04,México,Siigo POS,Otro / sin motivo registrado,8,219.96
2025-04,México,POS Gastrobar,Cerró o quebró el negocio,25,767.4
2025-04,México,POS Gastrobar,Precio / ajuste anual,15,615.86
2025-04,México,POS Gastrobar,Se fue a la competencia,14,473.98
2025-04,México,POS Gastrobar,Mala experiencia de soporte,14,577.42
2025-04,México,POS Gastrobar,No logró implementar,10,351.46
2025-04,México,POS Gastrobar,Cambió de contador,6,251.5
2025-04,México,POS Gastrobar,Funcionalidad faltante,5,216.03
2025-04,México,POS Gastrobar,Otro / sin motivo registrado,4,157.99
2025-05,México,Siigo Contador,Cerró o quebró el negocio,29,0.0
2025-05,México,Siigo Contador,Precio / ajuste anual,24,0.0
2025-05,México,Siigo Contador,Se fue a la competencia,18,0.0
2025-05,México,Siigo Contador,Mala experiencia de soporte,19,0.0
2025-05,México,Siigo Contador,No logró implementar,12,0.0
2025-05,México,Siigo Contador,Cambió de contador,7,0.0
2025-05,México,Siigo Contador,Funcionalidad faltante,8,0.0
2025-05,México,Siigo Contador,Otro / sin motivo registrado,5,0.0
2025-05,México,Profesional Independiente,Cerró o quebró el negocio,125,5616.77
2025-05,México,Profesional Independiente,Precio / ajuste anual,87,4507.58
2025-05,México,Profesional Independiente,Se fue a la competencia,74,3469.18
2025-05,México,Profesional Independiente,Mala experiencia de soporte,99,4226.27
2025-05,México,Profesional Independiente,No logró implementar,60,2572.39
2025-05,México,Profesional Independiente,Cambió de contador,41,1840.79
2025-05,México,Profesional Independiente,Funcionalidad faltante,29,1581.19
2025-05,México,Profesional Independiente,Otro / sin motivo registrado,22,1156.39
2025-05,México,Emprendedor,Cerró o quebró el negocio,80,4183.16
2025-05,México,Emprendedor,Precio / ajuste anual,53,3357.08
2025-05,México,Emprendedor,Se fue a la competencia,42,2583.72
2025-05,México,Emprendedor,Mala experiencia de soporte,53,3147.57
2025-05,México,Emprendedor,No logró implementar,30,1915.82
2025-05,México,Emprendedor,Cambió de contador,23,1370.95
2025-05,México,Emprendedor,Funcionalidad faltante,22,1177.61
2025-05,México,Emprendedor,Otro / sin motivo registrado,14,861.24
2025-05,México,Premium,Cerró o quebró el negocio,26,1742.04
2025-05,México,Premium,Precio / ajuste anual,23,1398.02
2025-05,México,Premium,Se fue a la competencia,15,1075.96
2025-05,México,Premium,Mala experiencia de soporte,16,1310.77
2025-05,México,Premium,No logró implementar,14,797.82
2025-05,México,Premium,Cambió de contador,9,570.92
2025-05,México,Premium,Funcionalidad faltante,8,490.41
2025-05,México,Premium,Otro / sin motivo registrado,5,358.65
2025-05,México,Corporativo,Cerró o quebró el negocio,4,495.28
2025-05,México,Corporativo,Precio / ajuste anual,3,397.47
2025-05,México,Corporativo,Se fue a la competencia,2,305.91
2025-05,México,Corporativo,Mala experiencia de soporte,3,372.66
2025-05,México,Corporativo,No logró implementar,1,226.83
2025-05,México,Corporativo,Cambió de contador,1,162.32
2025-05,México,Corporativo,Funcionalidad faltante,1,139.43
2025-05,México,Siigo POS,Cerró o quebró el negocio,44,1069.16
2025-05,México,Siigo POS,Precio / ajuste anual,26,858.03
2025-05,México,Siigo POS,Se fue a la competencia,27,660.37
2025-05,México,Siigo POS,Mala experiencia de soporte,28,804.48
2025-05,México,Siigo POS,No logró implementar,17,489.66
2025-05,México,Siigo POS,Cambió de contador,12,350.4
2025-05,México,Siigo POS,Funcionalidad faltante,10,300.98
2025-05,México,Siigo POS,Otro / sin motivo registrado,7,220.12
2025-05,México,POS Gastrobar,Cerró o quebró el negocio,23,827.64
2025-05,México,POS Gastrobar,Precio / ajuste anual,17,664.2
2025-05,México,POS Gastrobar,Se fue a la competencia,10,511.19
2025-05,México,POS Gastrobar,Mala experiencia de soporte,15,622.75
2025-05,México,POS Gastrobar,No logró implementar,10,379.05
2025-05,México,POS Gastrobar,Cambió de contador,6,271.25
2025-05,México,POS Gastrobar,Funcionalidad faltante,6,232.99
2025-05,México,POS Gastrobar,Otro / sin motivo registrado,4,170.4
2025-06,México,Siigo Contador,Cerró o quebró el negocio,32,0.0
2025-06,México,Siigo Contador,Precio / ajuste anual,26,0.0
2025-06,México,Siigo Contador,Se fue a la competencia,15,0.0
2025-06,México,Siigo Contador,Mala experiencia de soporte,16,0.0
2025-06,México,Siigo Contador,No logró implementar,13,0.0
2025-06,México,Siigo Contador,Cambió de contador,9,0.0
2025-06,México,Siigo Contador,Funcionalidad faltante,8,0.0
2025-06,México,Siigo Contador,Otro / sin motivo registrado,6,0.0
2025-06,México,Profesional Independiente,Cerró o quebró el negocio,112,5246.52
2025-06,México,Profesional Independiente,Precio / ajuste anual,94,4210.44
2025-06,México,Profesional Independiente,Se fue a la competencia,65,3240.5
2025-06,México,Profesional Independiente,Mala experiencia de soporte,48,2667.35
2025-06,México,Profesional Independiente,No logró implementar,56,2402.82
2025-06,México,Profesional Independiente,Cambió de contador,34,1719.45
2025-06,México,Profesional Independiente,Funcionalidad faltante,30,1476.96
2025-06,México,Profesional Independiente,Otro / sin motivo registrado,22,1080.17
2025-06,México,Emprendedor,Cerró o quebró el negocio,77,4424.91
2025-06,México,Emprendedor,Precio / ajuste anual,61,3551.08
2025-06,México,Emprendedor,Se fue a la competencia,54,2733.03
2025-06,México,Emprendedor,Mala experiencia de soporte,36,2249.64
2025-06,México,Emprendedor,No logró implementar,38,2026.53
2025-06,México,Emprendedor,Cambió de contador,25,1450.18
2025-06,México,Emprendedor,Funcionalidad faltante,21,1245.67
2025-06,México,Emprendedor,Otro / sin motivo registrado,15,911.01
2025-06,México,Premium,Cerró o quebró el negocio,29,1784.63
2025-06,México,Premium,Precio / ajuste anual,24,1432.21
2025-06,México,Premium,Se fue a la competencia,16,1102.27
2025-06,México,Premium,Mala experiencia de soporte,14,907.31
2025-06,México,Premium,No logró implementar,12,817.33
2025-06,México,Premium,Cambió de contador,8,584.88
2025-06,México,Premium,Funcionalidad faltante,8,502.4
2025-06,México,Premium,Otro / sin motivo registrado,5,367.42
2025-06,México,Corporativo,Cerró o quebró el negocio,3,535.17
2025-06,México,Corporativo,Precio / ajuste anual,4,429.48
2025-06,México,Corporativo,Se fue a la competencia,3,330.54
2025-06,México,Corporativo,Mala experiencia de soporte,2,272.08
2025-06,México,Corporativo,No logró implementar,1,245.1
2025-06,México,Corporativo,Cambió de contador,1,175.39
2025-06,México,Corporativo,Funcionalidad faltante,1,150.66
2025-06,México,Siigo POS,Cerró o quebró el negocio,44,1110.87
2025-06,México,Siigo POS,Precio / ajuste anual,29,891.5
2025-06,México,Siigo POS,Se fue a la competencia,28,686.13
2025-06,México,Siigo POS,Mala experiencia de soporte,22,564.77
2025-06,México,Siigo POS,No logró implementar,15,508.76
2025-06,México,Siigo POS,Cambió de contador,12,364.07
2025-06,México,Siigo POS,Funcionalidad faltante,13,312.72
2025-06,México,Siigo POS,Otro / sin motivo registrado,8,228.71
2025-06,México,POS Gastrobar,Cerró o quebró el negocio,16,724.36
2025-06,México,POS Gastrobar,Precio / ajuste anual,13,581.32
2025-06,México,POS Gastrobar,Se fue a la competencia,12,447.4
2025-06,México,POS Gastrobar,Mala experiencia de soporte,9,368.27
2025-06,México,POS Gastrobar,No logró implementar,10,331.75
2025-06,México,POS Gastrobar,Cambió de contador,7,237.4
2025-06,México,POS Gastrobar,Funcionalidad faltante,4,203.92
2025-06,México,POS Gastrobar,Otro / sin motivo registrado,4,149.13
2025-07,México,Siigo Contador,Cerró o quebró el negocio,31,0.0
2025-07,México,Siigo Contador,Precio / ajuste anual,21,0.0
2025-07,México,Siigo Contador,Se fue a la competencia,16,0.0
2025-07,México,Siigo Contador,Mala experiencia de soporte,14,0.0
2025-07,México,Siigo Contador,No logró implementar,13,0.0
2025-07,México,Siigo Contador,Cambió de contador,9,0.0
2025-07,México,Siigo Contador,Funcionalidad faltante,8,0.0
2025-07,México,Siigo Contador,Otro / sin motivo registrado,5,0.0
2025-07,México,Profesional Independiente,Cerró o quebró el negocio,118,5352.91
2025-07,México,Profesional Independiente,Precio / ajuste anual,93,4295.82
2025-07,México,Profesional Independiente,Se fue a la competencia,81,3306.21
2025-07,México,Profesional Independiente,Mala experiencia de soporte,65,2721.44
2025-07,México,Profesional Independiente,No logró implementar,58,2451.54
2025-07,México,Profesional Independiente,Cambió de contador,42,1754.32
2025-07,México,Profesional Independiente,Funcionalidad faltante,30,1506.91
2025-07,México,Profesional Independiente,Otro / sin motivo registrado,19,1102.07
2025-07,México,Emprendedor,Cerró o quebró el negocio,76,4362.19
2025-07,México,Emprendedor,Precio / ajuste anual,57,3500.75
2025-07,México,Emprendedor,Se fue a la competencia,44,2694.3
2025-07,México,Emprendedor,Mala experiencia de soporte,31,2217.75
2025-07,México,Emprendedor,No logró implementar,26,1997.81
2025-07,México,Emprendedor,Cambió de contador,23,1429.63
2025-07,México,Emprendedor,Funcionalidad faltante,20,1228.01
2025-07,México,Emprendedor,Otro / sin motivo registrado,16,898.1
2025-07,México,Premium,Cerró o quebró el negocio,24,1788.22
2025-07,México,Premium,Precio / ajuste anual,21,1435.08
2025-07,México,Premium,Se fue a la competencia,16,1104.49
2025-07,México,Premium,Mala experiencia de soporte,13,909.13
2025-07,México,Premium,No logró implementar,10,818.97
2025-07,México,Premium,Cambió de contador,9,586.05
2025-07,México,Premium,Funcionalidad faltante,7,503.41
2025-07,México,Premium,Otro / sin motivo registrado,6,368.16
2025-07,México,Corporativo,Cerró o quebró el negocio,3,506.4
2025-07,México,Corporativo,Precio / ajuste anual,3,406.4
2025-07,México,Corporativo,Se fue a la competencia,3,312.78
2025-07,México,Corporativo,Mala experiencia de soporte,2,257.46
2025-07,México,Corporativo,No logró implementar,1,231.92
2025-07,México,Corporativo,Cambió de contador,1,165.96
2025-07,México,Corporativo,Funcionalidad faltante,1,142.56
2025-07,México,Siigo POS,Cerró o quebró el negocio,42,1081.56
2025-07,México,Siigo POS,Precio / ajuste anual,30,867.97
2025-07,México,Siigo POS,Se fue a la competencia,25,668.02
2025-07,México,Siigo POS,Mala experiencia de soporte,14,549.87
2025-07,México,Siigo POS,No logró implementar,20,495.34
2025-07,México,Siigo POS,Cambió de contador,13,354.46
2025-07,México,Siigo POS,Funcionalidad faltante,9,304.47
2025-07,México,Siigo POS,Otro / sin motivo registrado,9,222.67
2025-07,México,POS Gastrobar,Cerró o quebró el negocio,22,860.75
2025-07,México,POS Gastrobar,Precio / ajuste anual,18,690.77
2025-07,México,POS Gastrobar,Se fue a la competencia,16,531.64
2025-07,México,POS Gastrobar,Mala experiencia de soporte,9,437.61
2025-07,México,POS Gastrobar,No logró implementar,10,394.21
2025-07,México,POS Gastrobar,Cambió de contador,9,282.09
2025-07,México,POS Gastrobar,Funcionalidad faltante,6,242.31
2025-07,México,POS Gastrobar,Otro / sin motivo registrado,5,177.21
2025-08,México,Siigo Contador,Cerró o quebró el negocio,29,0.0
2025-08,México,Siigo Contador,Precio / ajuste anual,21,0.0
2025-08,México,Siigo Contador,Se fue a la competencia,15,0.0
2025-08,México,Siigo Contador,Mala experiencia de soporte,19,0.0
2025-08,México,Siigo Contador,No logró implementar,11,0.0
2025-08,México,Siigo Contador,Cambió de contador,7,0.0
2025-08,México,Siigo Contador,Funcionalidad faltante,9,0.0
2025-08,México,Siigo Contador,Otro / sin motivo registrado,6,0.0
2025-08,México,Profesional Independiente,Cerró o quebró el negocio,158,6150.13
2025-08,México,Profesional Independiente,Precio / ajuste anual,116,4935.61
2025-08,México,Profesional Independiente,Se fue a la competencia,98,3798.61
2025-08,México,Profesional Independiente,Mala experiencia de soporte,108,4627.59
2025-08,México,Profesional Independiente,No logró implementar,69,2816.66
2025-08,México,Profesional Independiente,Cambió de contador,43,2015.59
2025-08,México,Profesional Independiente,Funcionalidad faltante,39,1731.34
2025-08,México,Profesional Independiente,Otro / sin motivo registrado,28,1266.2
2025-08,México,Emprendedor,Cerró o quebró el negocio,78,4360.49
2025-08,México,Emprendedor,Precio / ajuste anual,63,3499.38
2025-08,México,Emprendedor,Se fue a la competencia,47,2693.24
2025-08,México,Emprendedor,Mala experiencia de soporte,61,3280.99
2025-08,México,Emprendedor,No logró implementar,37,1997.03
2025-08,México,Emprendedor,Cambió de contador,24,1429.07
2025-08,México,Emprendedor,Funcionalidad faltante,18,1227.53
2025-08,México,Emprendedor,Otro / sin motivo registrado,15,897.75
2025-08,México,Premium,Cerró o quebró el negocio,25,1759.51
2025-08,México,Premium,Precio / ajuste anual,18,1412.05
2025-08,México,Premium,Se fue a la competencia,15,1086.76
2025-08,México,Premium,Mala experiencia de soporte,17,1323.92
2025-08,México,Premium,No logró implementar,14,805.83
2025-08,México,Premium,Cambió de contador,9,576.65
2025-08,México,Premium,Funcionalidad faltante,8,495.32
2025-08,México,Premium,Otro / sin motivo registrado,5,362.25
2025-08,México,Corporativo,Cerró o quebró el negocio,4,533.26
2025-08,México,Corporativo,Precio / ajuste anual,3,427.95
2025-08,México,Corporativo,Se fue a la competencia,2,329.37
2025-08,México,Corporativo,Mala experiencia de soporte,3,401.24
